"SiteNo","SiteName","StreetAddress","CityStateZip","County","InspectionType","InspectionDate","PermitNo","NPDESNo","ComplaintTrackingNo","InspectionReason","SiteStatus","SiteCondition","RecommendedActions","ComplianceAssist","Latitude","Longitude","Type","EnforcementAction","EnforcementActionNo","EnforcementActionIssued","CaseClosed","Media","Program","EnfIssue","ResolvedDate","ViolationSNCDate","MarkerShape","MarkerSize","InspectionCount","Construction"
"141960","Town of Kitzmiller-Levee","MD 38","Kitzmiller,MD,21538","Garrett","NPDES Construction Activity",2016-08-05,"13-NT-3365,16-GA-0179","MDRCL02IP",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.4070356689929,-79.2117800922677,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,6,1
"150732","Judith Dassira","38853 Chasko Road","Abell,MD,20606","St. Mary's","Tidal Wetlands",2017-10-30,"15-GL-0972",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","Y",38.2546279848644,-76.7331780106933,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",2,3,1
"65755","LEONARDS GRANT, LEONARDS DRIVE","LEONARDS DRIVE","Leonardtown,MD,20650","St. Mary's","NPDES Construction Activity",2016-11-02,"10-SM-0215","MDRCT001C",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2815776200303,-76.7078002580656,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",3,9,1
"138896","US Army Garrison, Fort Detrick-Rosemont Avenue","approx 1800 Rosemount Aveue","Frederick,MD,21702","Frederick","Waterway Construction",2016-07-07,"12-NT-3243",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.428491019485,-77.4327749837394,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"65118","Chestnut Point Marina","85 Chestnut Point Rd","Perryville,MD,21903","Cecil","Sediment_Erosion",2016-07-07,NA,"MDRCH02B4",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.5526290170302,-76.0054500286238,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,3,1
"135665","WSSC-PG and MO County Sewer Rehab Project","Various sites in PG and MO Counties","Laurel,MD,20707","Montgomery","Waterway Construction",2018-07-09,"11-NT-0366",NA,NA,NA,"Active - No work today","Additional Investigation Required","Continue Routine Inspection","N",39.1019600000129,-76.8502399996329,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,15,0
"142024","Animal Research Center","Laurel Bowie Rd, 39.0478254 -76.8048369","Laurel,MD,20708","Prince George's","NPDES Construction Activity",2016-12-20,"14-SF-0052","MDRCQF02G",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",39.0502935023327,-76.8335005437953,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,6,1
"148264","La Plata Commerce Center","Washington Ave at North La Plata Ct","La Plata,MD,20646","Charles","NPDES Construction Activity",2018-01-19,"15-CH-0122","MDRCI01SR",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.5551400431655,-76.978619916736,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,22,1
"23124","Hubers Bus Service, Inc","45 Bremer Drive","Glen Burnie,MD,21061","Anne Arundel","NPDES Industrial Stormwater",2019-07-18,"12SW0823",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.1787690198126,-76.6375519785929,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,7,0
"133274","Key Recycling, LLC","3810 Fort Armistead Rd., Key Recycling","Baltimore,MD,21226","Baltimore City","NPDES Industrial Minor Surface Water",2020-12-18,NA,NA,NA,NA,"Active","UNKNOWN","Continue Routine Inspection","N",39.2049229889753,-76.5471949788589,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,7,0
"153432","Leonardtown Fairgrounds Cell tower","Behind the fairgrounds","Leonardtown,MD,20650","St. Mary's","Sediment_Erosion",2017-07-11,"16-SM-0179",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.2759731662978,-76.59532498522,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,6,1
"153318","Milford Twilley Drive Poultry Sludge","Milford Twilley Drive, Map 0028 Grid 0012 Parcel 0036","Salisbury,MD,21801","Wicomico","NPDES Industrial Minor Surface Water",2016-07-07,NA,NA,"17-4008",NA,"Active - No work today","Noncompliance","Refer to Others (See Findings)","N",38.4035650462435,-75.6230122138564,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"153960","Creekside Drive PAF","Creekside Drive, SW","Westernport,MD,21562","Allegany","Sediment_Erosion",2016-07-07,NA,NA,"17-1012",NA,"Inactive","Satisfactory/Compliance","Close File","N",39.4991065491007,-79.0469378461413,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"96124","Crown Farm Lots as Described","10000 Fields Rd","Gaithersburg,MD,20878","Montgomery","NPDES Construction Activity",2016-10-24,NA,"MDRCP017V",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.1159490022784,-77.2050240066254,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,5,1
"126002","Sunbrook Partners-Crown Village","FIELDS RD","Gaithersburg,MD","Montgomery","NPDES Construction Activity",2016-10-07,NA,"MDRCP010W",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.1161351212744,-77.2049079820199,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,5,1
"149073","Crown Farm","Fields Rd","Gaithersburg,MD,20855","Montgomery","NPDES Construction Activity",2016-10-21,NA,"MDRCP00US",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.1161351212744,-77.2049079820199,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,5,1
"151044","Rocky Gap Parking Lot Expansion II","16701 Lakeview Rd","Flintstone,MD,21530","Allegany","NPDES Construction Activity",2016-10-31,"16-AL-0023","MDRCA0218",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6984170093697,-78.6548739848266,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",3,8,1
"149584","The Residences Towne Centre at Laurel","8401 Cherry Lane","Laurel,MD,20707","Prince George's","NPDES Construction Activity",2016-08-05,NA,"MDRCQ01OD",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","Y",39.0919714028999,-76.8612315321245,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,3,1
"140883","Myers Estates LC-McCormick Subdivision","Kuhn Maddox Road","Bryans Road,MD,20616","Charles","NPDES Construction Activity",2019-04-26,NA,"MDRCI00J1",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.6435934551675,-77.0759165466686,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",3,8,1
"29734","Wor-Wic Community College","32000 Campus Drive","Salisbury,MD,21804-1485","Wicomico","NPDES Construction Activity",2018-02-26,"17-WI-0040","MDRCW02AV",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",38.3736600136747,-75.5026066046995,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",3,8,1
"142429","Lambert Farm 10223 Lenhart Road, AG","10223 Lenhart Rd","Thurmont,MD,21788","Frederick","NPDES Industrial Minor Surface Water",2016-07-08,NA,NA,NA,NA,"Active","Additional Investigation Required","Continue Routine Investigation","N",39.5169830043836,-77.382252978474,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",1,1,0
"148384","The Hamptons at Leonardtown","intersect of Gregory Dr and MD 5 Bus","Leonardtown,MD,20650","St. Mary's","Nontidal Wetlands",2019-07-24,"15-NT-0205,16-SM-0050","MDRCT01YU",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2890087270047,-76.6303599155113,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,33,1
"21077","WPN Recycling Company, LLC","5101 Andard Avenue","Curtis Bay,MD,21226","Baltimore City","NPDES Industrial Stormwater",2018-10-25,"12SW3252",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",39.2201700059419,-76.582819994494,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,7,0
"147232","Royal Farms Store #167","Rte 50 & Walston Switch Rd","Parsonsburg,MD,21849","Wicomico","Sediment_Erosion",2017-08-14,"16-WI-0139","MDRCW025N",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",38.3755800213809,-75.5037699059244,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,6,1
"153274","Wharves at Choptank Crossing","Daniel Crouse Memorial Park","Denton,MD,21629","Caroline","Sediment_Erosion",2017-09-13,"17-CO-0001","MDRCF02IM",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.8882300002707,-75.8379599999942,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,10,1
"137768","Town of Denton-Crouse Park","Crouse Park off Bus 404","Denton,MD,21629","Caroline","Tidal Wetlands",2016-07-08,"08-CO-0040,11-WL-0470,12-NT-2041",NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",38.8877635410936,-75.8365643055035,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
"143182","FR Highway Operations-Catoctin Hollow Road","Catoctin Hollow Rd, .1 mi from Rt 77 intersect","Thurmont,MD,21788","Frederick","Waterway Construction",2016-11-01,"14-NT-3072",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.623744619874,-77.4115020899889,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,0
"152456","Dee Merkel and Tim Senkewic","8372 Beachwood Park Rd","Pasadena,MD,21122","Anne Arundel","Tidal Wetlands",2016-07-08,NA,NA,"17-2003",NA,"Inactive","Satisfactory/Compliance","Close File","N",39.1040295959192,-76.5312654180303,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"75087","WBR Investments-Duck Neck Campground","500 Double Creek Point Rd","Chestertown,MD,21620","Queen Anne's","Tidal Wetlands",2017-07-10,NA,NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.237301987252,-75.9736380245016,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,4,1
"153433","Metcom Wetland Mitigation Site","Compton Road","Leonardtown,MD,20650","St. Mary's","NPDES Construction Activity",2016-09-07,"16-SM-0111","MDRCT024P",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.289347564618,-76.6741324226013,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
"152755","Potomac Edison / PAF 16-3094","2260 Otterdale Mill Road","Taneytown,MD,21787","Carroll","Nontidal Wetlands",2017-03-06,NA,NA,"16-3094",NA,"Complete","Satisfactory/Compliance","Close File","N",39.6370150004421,-77.1652210308084,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"28115","Laurel Branch Library","507 7th St","Laurel,MD,20707","Prince George's","NPDES Construction Activity",2016-09-02,NA,"MDRCQ016I",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",39.103307458084,-76.8561908218589,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,4,1
"131709","Saxsmit Subdivision","Clarence Smith Lane","Valley Lee,MD,20692","St. Mary's","Sediment_Erosion",2020-06-17,"18-SM-0167","MDRCT04LX",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.2067800377345,-76.5031148850224,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,7,1
"149126","UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","NPDES Construction Activity",2019-11-14,"15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,25,1
"65634","TOM HODGES AUTO SALES","24179 Mervell Dean Rd","Hollywood,MD,20636","St. Mary's","Sediment_Erosion",2017-01-23,"16-SM-0026",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3316948914144,-76.5538637481347,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,1
"107914","ICC ESCM Project NW-4 Restoration of Cricket Lane Tributary","Cricket Lane, 39.090594 -77.018140","Silver Spring,MD,20904","Montgomery","Nontidal Wetlands",2017-06-28,"04-NT-0408",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",39.0900732199492,-77.0171994194753,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,5,1
"138940","Hattons Garden","490 Talbot St","Saint Michaels,MD,21663","Talbot","Sediment_Erosion",2016-07-11,"15-TA-0141",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.7895261488569,-76.2253492881835,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"143539","HO DPW-Southview Road","Southview Road at Ramsey Dr","Ellicott City,MD,21043","Howard","Nontidal Wetlands",2016-07-11,"14-NT-3108",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.2869400368555,-76.8357899398227,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"106246","ICC ESCM Project PB-L Hollywood Branch Stream Restoration","near Eastbourne Dr, 39.063857 -76.988092","Silver Spring,MD,20904","Montgomery","NPDES Construction Activity",2016-08-12,NA,"MDRCPS0BK",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.060697091203,-76.9875516473154,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,2,1
"147447","Villages At Truf Valley","Cheekwood Cir","Ellicott City,MD,21042","Howard","NPDES Construction Activity",2017-12-07,NA,"MDRCN00AK",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.3002587222864,-76.8909941458087,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",2,7,1
"147539","Village Shopping Center-Clear Spring","12909 Clear Spring Rd","Clear Spring,MD,21722","Washington","Sediment_Erosion",2016-11-14,"15-WA-0130","MDRCV00M1",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",39.6538200039502,-77.927169976097,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",3,8,1
"149707","Hollywood Water Tower and Well","24501 Three Notch Rd","Hollywood,MD,20636","St. Mary's","NPDES Construction Activity",2018-05-30,"16-SM-0134","MDRCT00J4",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.3404870045175,-76.5670239628425,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,12,1
"153346","LAYTONSVILLE TURF FARM ILLICIT DISCHARGE INTO STATE WATERS","Ammendale Road/Baltimore Avenue (Rte1)","Beltsville,MD,20704","Prince George's","NPDES Industrial Minor Surface Water",2016-07-11,NA,NA,"PAF 16-3097",NA,"Inactive","Noncompliance","Refer to Others (See Findings)","N",39.0439346546625,-76.9028033149904,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C",1,1,0
"73081","Delmarva Community Services","2450 Cambridge Beltway","Cambridge,MD,21613","Dorchester","Sediment_Erosion",2020-09-28,"17-DO-0010","MDRCJ012U",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.5458852271832,-76.0949299824847,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,32,1
"128660","AAFB Ambulatory Care Center","38.807103 -76.897326","Andrews Air Force Base,MD,20762","Prince George's","NPDES Construction Activity",2020-03-11,"11-SF-0142","MDRCQ02WS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.8007150002906,-76.8924799997128,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,50,1
"143614","Residence Inn","6100 Seabay Dr","Ocean City,MD,21842","Worcester","Tidal Wetlands",2017-12-18,"14-NT-2043,16-PR-0009(R1)",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",38.4045650407944,-75.0613749007995,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,27,1
"152733","Good Hope Recreation Center","14715 Good Hope Rd","Silver Spring,MD,20905","Montgomery","NPDES Construction Activity",2016-07-11,NA,"MDRCP01PW",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",39.0964099900553,-76.9861489612369,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"151650","Brown Property","219 Jefferson Pike","Knoxville,MD,21758","Frederick","Sediment_Erosion",2016-10-27,NA,NA,"16-1076",NA,"Active - No work today","Noncompliance","Additional Investigation Required","N",39.3279230173788,-77.6641460214297,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",2,7,1
"150154","Washington Business Park, LOT 31","5000 Forbes Blvd","Lanham,MD,20706","Prince George's","NPDES Construction Activity",2016-07-11,NA,"MDRCQ00FK",NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.9587329975472,-76.8365019822462,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"147883","SHA Bridge 1301201","US 29 NB over Little Patuxent River","Columbia,MD,21044","Howard","Nontidal Wetlands",2018-09-19,"15-NT-3152",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.2129001002437,-76.8906007995969,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,7,1
"153107","DC General Services / 3201 Oak Hill Drive","3201 Oak Hill Drive","Laurel,MD,20724","Anne Arundel","NPDES Municipal Ground Water",2018-04-30,NA,NA,"18-2429",NA,"Active - No work today","Noncompliance","Refer to Others (See Findings)","N",39.106207010161,-76.7781389583615,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,32,0
"149012","Turf Valley","2700 Turf Valley Rd","Ellicott City,MD,21043","Howard","Nontidal Wetlands",2019-09-05,"18-NT-0143",NA,NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","N",39.2962130205481,-76.8852620274217,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,12,1
"153434","Sandgates 911 Cell tower","N. Sandgates rd, oakville transfer station","Mechanicsville,MD,20659","St. Mary's","Sediment_Erosion",2017-12-06,"16-SM-0163",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.4052158841859,-76.6287042288145,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,7,1
"145437","Joint Base Andrews-Naval Air Facility","Airfield, North Perimeter Rd","Andrews Air Force Base,MD,20762","Prince George's","State_federal SWM",2018-09-06,"14-NT-0374,14-SF-0259","MDRCQF02D",NA,NA,"Active","Satisfactory/Compliance","Additional Investigation Required","N",38.825408064504,-76.8782052326556,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,51,0
"151927","Lewis Hardy","Gregory Rd, Parcel 274, Lot 2","Cambridge,MD,21613","Dorchester","NPDES Construction Activity",2016-09-14,"16-NT-2024,16-PR-0506","MDRCJ02B8",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",38.5187422977106,-76.1646390122754,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,5,1
"107259","Rehabilitation of Merriam Lab at Patuxent Research Refuge","39.051262 -76.800270","Laurel,MD,20708","Prince George's","State_federal SWM",2016-07-11,"13-SF-0315",NA,NA,NA,"Inactive","Satisfactory/Compliance","Close File","N",39.0710884000157,-76.8501672001623,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"153326","Tilghman Waterman's Museum","6301 Tilghman Island Rd","Tilghman,MD,21671","Talbot","Sediment_Erosion",2016-07-11,"14-TA-0032",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",38.7251315210786,-76.3295693732496,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,1
"132118","Kevin and Melanie Poole","37285 River Springs Rd","Avenue,MD,20609","St. Mary's","Tidal Wetlands",2018-10-24,"15-GL-0593",NA,NA,NA,"Inactive","Satisfactory/Compliance","Close File","N",38.2503925925397,-76.7867718993959,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,4,1
"148466","USNA Brigade Sports Complex","262 Bullard Blvd, 38.991841,-76.457125","Naval Academy,MD,21402","Anne Arundel","State_federal SWM",2016-12-07,"16-SF-0011",NA,NA,NA,"Complete","UNKNOWN","Close File","N",38.9927473567274,-76.45738677161,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",4,11,0
"152754","Wilson Landing MHP","30555 Bardwell Drive","Princess Anne,MD,21853","Somerset","NPDES Municipal Minor Surface Water",2017-11-03,NA,"MDU184117","18-4117",NA,"Inactive","Noncompliance","Close File","N",38.1675725894968,-75.6941211341685,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",1,2,0
"10585","Calvert County Board Of Commissioners","401 Sweetwater Rd","Lusby,MD,20657","Calvert","NPDES Industrial Stormwater",2021-02-03,NA,NA,NA,NA,"Active","UNKNOWN","Continue Routine Inspection","N",38.3825499932808,-76.4439799711534,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,5,0
"110283","USNA Repair Storm Drainage System NA 74 Parking Lot","38.995899 -76.458199","Naval Academy,MD,21402","Anne Arundel","State_federal SWM",2016-07-12,"13-SF-0130",NA,NA,NA,"Complete","Satisfactory/Compliance","Continue Routine Inspection","N",38.9845441840034,-76.4880422711608,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",1,1,0
"136961","Biosolids Dewatering Facility","10100 Canadian Way","Laurel,MD,20708","Prince George's","State_federal SWM",2017-06-27,"12-SF-0180","MDRCQS06A",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",39.0603075403765,-76.832011797316,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",4,16,0
"64129","Hilmer property","Wayne Hilmer, 1750 Romancoke Rd","Stevensville,MD,21666","Queen Anne's","Tidal Wetlands",2019-06-12,NA,NA,"PAF 19-4203",NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",38.9393190013287,-76.3606070242071,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",4,8,1
"23427","Town of Myersville-WWTP","Milt Summers Road","Myersville,MD,21773","Frederick","NPDES Municipal Minor Surface Water",2016-07-12,"08-DP-0124",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",39.4933000624345,-77.569936486107,"V",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",4,2,0
"110665","Repair Storm Drain System for Perry Center at USNA","38.986203 -76.496957","Naval Academy,MD,21402","Anne Arundel","NPDES Construction Activity",2016-08-25,"13-SF-0096",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection,Continue Routine Investigation","N",38.9845441840034,-76.4880422711608,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",2,3,1
