Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,NPDES Tanks-Pipes-Structures,8/27/2020 12:00:00 AM,,,21-3011,,Active,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,490
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,Sediment_Erosion,8/27/2020 12:00:00 AM,,,21-3011,,Active,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,491
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,NPDES Tanks-Pipes-Structures,8/31/2020 12:00:00 AM,,,21-3011,,Inactive,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,492
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,Sediment_Erosion,8/31/2020 12:00:00 AM,,,21-3011,,Inactive,Additional Investigation Required,"Additional Investigation Required,Refer to Others (See Findings)",N,493
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,Sediment_Erosion,9/4/2020 12:00:00 AM,,,21-3011,,Inactive,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,494
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,9/9/2020 12:00:00 AM,17-SF-0024,,,,Active,Additional Investigation Required,Additional Investigation Required,N,495
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Nontidal Wetlands,9/11/2020 12:00:00 AM,19-NT-3027,,,,Complete,Satisfactory/Compliance,Additional Investigation Required,N,496
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Waterway Construction,9/11/2020 12:00:00 AM,19-NT-3027,,,,Complete,Satisfactory/Compliance,Additional Investigation Required,N,497
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,Sediment_Erosion,9/14/2020 12:00:00 AM,,,21-3011,,Inactive,Noncompliance,"Additional Investigation Required,Refer to Others (See Findings)",N,498
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,9/16/2020 12:00:00 AM,16-NT-0331,MDRCI,,,Active,Noncompliance,Additional Investigation Required,N,499
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,NPDES Construction Activity,9/16/2020 12:00:00 AM,16-NT-0331,MDRCI,,,Active,Noncompliance,Additional Investigation Required,N,500
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,9/17/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active - No work today,Compliance Assistance Rendered,Continue Routine Inspection,N,501
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,9/17/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active - No work today,Compliance Assistance Rendered,Continue Routine Inspection,N,502
169343,PAF 21-3011/Jones Mill Rd Water Main Pump Out,,,,,Not Yet Determined,Sediment_Erosion,9/18/2020 12:00:00 AM,,,21-3011,,Inactive,Compliance Assistance Rendered,Close File,Y,503
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,9/23/2020 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active - No work today,Noncompliance,Continue Routine Inspection,N,504
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,9/23/2020 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active - No work today,Noncompliance,Continue Routine Inspection,N,505
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Waterway Construction,10/1/2020 12:00:00 AM,19-NT-3027,,,,Complete,Satisfactory/Compliance,Additional Investigation Required,N,506
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Nontidal Wetlands,10/1/2020 12:00:00 AM,19-NT-3027,,,,Complete,Satisfactory/Compliance,Additional Investigation Required,N,507
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,10/6/2020 12:00:00 AM,16-NT-0331,,21-2164,,Active,Noncompliance,Additional Investigation Required,N,508
169919,3205 Lewis Place LLC,"Tax Map 13, Parcel 156 and Tax Map 6, Parcel 49, North side of Billingsley Road, west of Mattawoman Creek bridge",Bryans Road,MD,20616,Charles,Sediment_Erosion,10/6/2020 12:00:00 AM,,,21-2166,,Active - No work today,Satisfactory/Compliance,Close File,N,509
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,10/20/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,510
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,10/20/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,511
157268,NIBC Hazardous Materials Storage,"First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St",Fort Detrick,MD,20875,Frederick,State_federal SWM,10/21/2020 12:00:00 AM,17-SF-0024,,,,Active,Noncompliance,Continue Routine Inspection,N,512
158488,MDTA-Contract No MR-3007-I 895A Harbor Tunnel Thruway Spur,"I-895 Harbor Tunnel Thruway Spur from I-97 NB south of I-895 toll road; North of 695 W exit to 97 S, 39.204536, -76.628276",Glen Burnie,MD,21225,Anne Arundel,State_federal SWM,10/29/2020 12:00:00 AM,"17-NT-0477,18-SF-0155",,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,513
158488,MDTA-Contract No MR-3007-I 895A Harbor Tunnel Thruway Spur,"I-895 Harbor Tunnel Thruway Spur from I-97 NB south of I-895 toll road; North of 695 W exit to 97 S, 39.204536, -76.628276",Glen Burnie,MD,21225,Anne Arundel,Waterway Construction,10/29/2020 12:00:00 AM,"17-NT-0477,18-SF-0155",,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,514
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,NPDES Construction Activity,11/9/2020 12:00:00 AM,,MDRCN04MI,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,515
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,Sediment_Erosion,11/9/2020 12:00:00 AM,,MDRCN04MI,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,516
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,NPDES Construction Activity,11/12/2020 12:00:00 AM,,"MDRCN0071, MDRCN0437, MDRCN04XN",,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,517
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,NPDES Construction Activity,11/17/2020 12:00:00 AM,,"MDRCN04XJ, MDRCN057T",,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,518
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,12/3/2020 12:00:00 AM,,,,,Complete,UNKNOWN,,N,519
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,12/3/2020 12:00:00 AM,,,,,Complete,UNKNOWN,,N,520
170168,"Trainor, Paul and Patricia",,,,,Not Yet Determined,Nontidal Wetlands,12/3/2020 12:00:00 AM,,,,,Inactive,Satisfactory/Compliance,Refer to Others (See Findings),N,521
170168,"Trainor, Paul and Patricia",,,,,Not Yet Determined,Sediment_Erosion,12/3/2020 12:00:00 AM,,,,,Inactive,UNKNOWN,Refer to Others (See Findings),N,522
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,12/4/2020 12:00:00 AM,,,,,Active,UNKNOWN,,N,523
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Waterway Construction,12/4/2020 12:00:00 AM,,,,,Active,UNKNOWN,,N,524
164321,"Tanyard Cove South Holdings, LLC","Marley Neck Blvd , intersection Oak Creek Dr and Marley Neck Blvd. Outfall extends from intersection NW to Tanyard Cove, 39.1750 -76.5709",Glen Burnie,MD,21060,Anne Arundel,NPDES Construction Activity,12/4/2020 12:00:00 AM,,,21-2228,,Active,UNKNOWN,Continue Routine Inspection,N,525
164321,"Tanyard Cove South Holdings, LLC","Marley Neck Blvd , intersection Oak Creek Dr and Marley Neck Blvd. Outfall extends from intersection NW to Tanyard Cove, 39.1750 -76.5709",Glen Burnie,MD,21060,Anne Arundel,NPDES Construction Activity,12/4/2020 12:00:00 AM,,,21-2231,,Active,UNKNOWN,Continue Routine Inspection,N,526
170527,"31396 Melson Road, Delmar",,,,,Not Yet Determined,Waterway Construction,12/15/2020 12:00:00 AM,,,,,Active - No work today,Noncompliance,"Additional Investigation Required,Continue Routine Investigation",N,527
170527,"31396 Melson Road, Delmar",,,,,Not Yet Determined,Nontidal Wetlands,12/15/2020 12:00:00 AM,,,,,Active - No work today,Noncompliance,"Additional Investigation Required,Continue Routine Investigation",N,528
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,12/21/2020 12:00:00 AM,,,,,Active,UNKNOWN,Continue Routine Inspection,N,529
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,Waterway Construction,1/5/2021 12:00:00 AM,,,,,Active - No work today,Additional Investigation Required,Additional Investigation Required,N,530
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,State_federal SWM,1/14/2021 12:00:00 AM,,,,,Active - No work today,UNKNOWN,Continue Routine Inspection,N,531
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,NPDES Construction Activity,1/14/2021 12:00:00 AM,,,,,Active - No work today,UNKNOWN,Continue Routine Inspection,N,532
156318,Washington Gas and Light-PG County and District of Columbia Line,"various locations, From US 301and Frank Tippett Rd in Brandywine, MD to Brightseat Rd off I-95 in Landover, MD",Brandywine,MD,20613,Prince George's,Nontidal Wetlands,1/15/2021 12:00:00 AM,,,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,533
166053,Building 457 and 458 Office Trailer Replacement,"39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)",Frederick,MD,21702,Frederick,State_federal SWM,1/20/2021 12:00:00 AM,,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,534
164743,IDEA Factory,"38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)",College Park,MD,20742,Prince George's,NPDES Construction Activity,2/10/2021 12:00:00 AM,,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,535
164743,IDEA Factory,"38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)",College Park,MD,20742,Prince George's,State_federal SWM,2/10/2021 12:00:00 AM,,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,536
170449,Christopher Smoot Property,,,,,Not Yet Determined,Nontidal Wetlands,2/22/2021 12:00:00 AM,,,21-4072,,Active - No work today,Noncompliance,Continue Routine Inspection,N,537
170449,Christopher Smoot Property,,,,,Not Yet Determined,Tidal Wetlands,2/22/2021 12:00:00 AM,,,21-4072,,Active - No work today,Noncompliance,Continue Routine Inspection,N,538
170449,Christopher Smoot Property,,,,,Not Yet Determined,Sediment_Erosion,2/22/2021 12:00:00 AM,,,21-4072,,Active - No work today,Noncompliance,Continue Routine Inspection,N,539
170527,"31396 Melson Road, Delmar",,,,,Not Yet Determined,Nontidal Wetlands,2/26/2021 12:00:00 AM,,,,,Active - No work today,Noncompliance,Continue Routine Investigation,N,540
170948,Latonia Lewis PAF 21-3052,,,,,Not Yet Determined,Nontidal Wetlands,2/26/2021 12:00:00 AM,,,,,Complete,Corrective Actions Required,Additional Investigation Required,N,541
170995,Marshall's Nursery - Pemberton Dr,,,,,Not Yet Determined,Sediment_Erosion,3/4/2021 12:00:00 AM,,,21-4096,,Active,Satisfactory/Compliance,Refer to Others (See Findings),N,542
171021,Clairborne Rd PAF,,,,,Not Yet Determined,Waterway Construction,3/4/2021 12:00:00 AM,,,,,Active - No work today,Noncompliance,"Additional Investigation Required,Continue Routine Investigation",N,543
171021,Clairborne Rd PAF,,,,,Not Yet Determined,Nontidal Wetlands,3/4/2021 12:00:00 AM,,,,,Active - No work today,Noncompliance,"Additional Investigation Required,Continue Routine Investigation",N,544
171058,Jaramillo Masonry,,,,,Not Yet Determined,NPDES Industrial Stormwater,3/10/2021 12:00:00 AM,,,,,Complete,Corrective Actions Required,Additional Investigation Required,N,545
171104,5561 Plantation Lane Salisbury PAF,,,,,Not Yet Determined,Nontidal Wetlands,3/15/2021 12:00:00 AM,,,21-4100,,Active - No work today,UNKNOWN,Continue Routine Inspection,N,546
171104,5561 Plantation Lane Salisbury PAF,,,,,Not Yet Determined,Sediment_Erosion,3/15/2021 12:00:00 AM,,,21-4100,,Active - No work today,UNKNOWN,Continue Routine Inspection,N,547
171104,5561 Plantation Lane Salisbury PAF,,,,,Not Yet Determined,NPDES Construction Activity,3/15/2021 12:00:00 AM,,,21-4100,,Active - No work today,UNKNOWN,Continue Routine Inspection,N,548
171101,Brookwood and Tubmill Branch PAF,,,,,Not Yet Determined,Nontidal Wetlands,3/18/2021 12:00:00 AM,,,8155,,Active - No work today,UNKNOWN,Close File,N,549
171154,McIntyre Camp Rd PAF,,,,,Not Yet Determined,Nontidal Wetlands,3/18/2021 12:00:00 AM,,,8163,,Active - No work today,Noncompliance,Continue Routine Inspection,N,550
171154,McIntyre Camp Rd PAF,,,,,Not Yet Determined,Sediment_Erosion,3/18/2021 12:00:00 AM,,,8163,,Active - No work today,Noncompliance,Continue Routine Inspection,N,551
171016,Northwood Dr PAF,,,,,Not Yet Determined,Sediment_Erosion,3/19/2021 12:00:00 AM,,,21-4095,,Active - No work today,Noncompliance,Continue Routine Inspection,N,552
171016,Northwood Dr PAF,,,,,Not Yet Determined,NPDES Construction Activity,3/19/2021 12:00:00 AM,,,21-4095,,Active - No work today,Noncompliance,Continue Routine Inspection,N,553
9097,Turf Valley Country Club,"NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd",Ellicott City,MD,21042,Howard,NPDES Construction Activity,3/19/2021 12:00:00 AM,,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,554
