Site No,Site Name,Street Address,City,State,Zip,County,Inspection Type,Inspection Date,Permit No,NPDES No,Complaint Tracking No,Inspection Reason,Site Status,Site Condition,Recommended Actions,Compliance Assist?,ObjectId
160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection",Gambrills,MD,21054,Anne Arundel,Nontidal Wetlands,10/17/2019 12:00:00 AM,18-NT-0111,,20-2170,,Active,Noncompliance,"Continue Routine Inspection,Refer to Others (See Findings)",N,410
160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection",Gambrills,MD,21054,Anne Arundel,Sediment_Erosion,10/17/2019 12:00:00 AM,18-NT-0111,,20-2170,,Active,Noncompliance,"Continue Routine Inspection,Refer to Others (See Findings)",N,411
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,10/17/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,412
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,10/17/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,413
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Waterway Construction,10/17/2019 12:00:00 AM,17-NT-3256,,,,Complete,Additional Investigation Required,Additional Investigation Required,N,414
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,10/17/2019 12:00:00 AM,17-NT-3256,,,,Complete,Additional Investigation Required,Additional Investigation Required,N,415
160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection",Gambrills,MD,21054,Anne Arundel,Nontidal Wetlands,10/18/2019 12:00:00 AM,18-NT-0111,MDRCB03JB,,,Active,Noncompliance,Continue Routine Inspection,N,416
160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection",Gambrills,MD,21054,Anne Arundel,NPDES Construction Activity,10/18/2019 12:00:00 AM,18-NT-0111,MDRCB03JB,,,Active,Noncompliance,Continue Routine Inspection,N,417
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Sediment_Erosion,10/21/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,N,418
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,10/21/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,N,419
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,10/21/2019 12:00:00 AM,"17-NT-0434,MRRCNS0LA",MDRCNS0LA,,,Active,Compliance Assistance Rendered,Continue Routine Inspection,N,420
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,10/22/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,421
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,10/22/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,422
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Waterway Construction,10/24/2019 12:00:00 AM,17-NT-3256,,,,Complete,Satisfactory/Compliance,"Additional Investigation Required,Continue Routine Inspection",N,423
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,10/24/2019 12:00:00 AM,17-NT-3256,,,,Complete,Satisfactory/Compliance,"Additional Investigation Required,Continue Routine Inspection",N,424
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,10/25/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,425
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,10/25/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Noncompliance,Continue Routine Inspection,N,426
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,11/5/2019 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,427
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,11/7/2019 12:00:00 AM,17-NT-3256,,,,Complete,Noncompliance,Additional Investigation Required,N,428
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,11/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,429
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,11/13/2019 12:00:00 AM,18CE0151,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,430
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,State_federal SWM,11/14/2019 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,431
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,Nontidal Wetlands,11/14/2019 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,432
149126,UM Shady Grove/Bio Science and Engineering Bldg.,"Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding",College Park,MD,20742,Prince George's,NPDES Construction Activity,11/14/2019 12:00:00 AM,"15-NT-3223,16-SF-0044",MDRCPS0DD,,,Active,Noncompliance,Continue Routine Inspection,N,433
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,11/14/2019 12:00:00 AM,17-NT-3256,,,,Complete,Noncompliance,Additional Investigation Required,N,434
162192,Mapes Road 16-inch Waterline Replacement,"39.10, -76.73, Ft Meade , (parallel to Mapes Rd, starting from Ernie Pyles Dr intersection, heading east)",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,11/15/2019 12:00:00 AM,19-SF-0022,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,435
163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between",Cumberland,MD,21502,Allegany,Sediment_Erosion,11/25/2019 12:00:00 AM,19-AL-0039,MDRCA046D,,,Complete,Satisfactory/Compliance,Close File,N,436
163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between",Cumberland,MD,21502,Allegany,NPDES Construction Activity,11/25/2019 12:00:00 AM,19-AL-0039,MDRCA046D,,,Complete,Satisfactory/Compliance,Close File,N,437
156226,MO DOT-Quince Mill Dr Culvert Rehabilitation,"Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection",Gaithersburg,MD,20878,Montgomery,Nontidal Wetlands,11/27/2019 12:00:00 AM,17-NT-3256,,,,Complete,Compliance Assistance Rendered,Close File,Y,438
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,12/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,439
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,12/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,440
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,12/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,441
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,12/3/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,442
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Sediment_Erosion,12/3/2019 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Additional Investigation Required,"Additional Investigation Required,Continue Routine Inspection",N,443
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,12/3/2019 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Additional Investigation Required,"Additional Investigation Required,Continue Routine Inspection",N,444
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,12/3/2019 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Additional Investigation Required,"Additional Investigation Required,Continue Routine Inspection",N,445
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,12/4/2019 12:00:00 AM,,MDRCNS0LA,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,446
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Nontidal Wetlands,12/6/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,447
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Waterway Construction,12/6/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,448
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,NPDES Construction Activity,12/6/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,449
159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094",Cresaptown,MD,21502,Allegany,Sediment_Erosion,12/6/2019 12:00:00 AM,"17-NT-3376,19-AL-0053",MDRCA049Y,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,450
164068,XY55 Temporary Space Sote,"38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)",Indian Head,MD,20640,Charles,State_federal SWM,12/11/2019 12:00:00 AM,19-SF-0217,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,451
163839,Columbia Gas of Maryland - Ridgewood Avenue Gas Line,"Ridgewood Ave from Brookfield to Warwick Avenues, to include parts of Kent, Brookfield and Warwick w, Greeneway Avenue",Cumberland,MD,21502,Allegany,Sediment_Erosion,12/13/2019 12:00:00 AM,19-AL-0038,,,,Complete,Satisfactory/Compliance,Close File,N,452
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,NPDES Construction Activity,12/18/2019 12:00:00 AM,14-SF-0063,MDRC14203M,,,Active,Noncompliance,Continue Routine Inspection,N,453
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,12/18/2019 12:00:00 AM,14-SF-0063,MDRC14203M,,,Active,Noncompliance,Continue Routine Inspection,N,454
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,NPDES Construction Activity,12/30/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Refer to Others (See Findings),N,455
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,12/30/2019 12:00:00 AM,14-SF-0063,MDRCBF03M,,,Active,Noncompliance,Refer to Others (See Findings),N,456
159511,SMECO-Point Lookout State Park,"Point Lookout Rd from Camp Brown Rd to the Causeway on Point Lookout State Park, 38.081465, -76.358263",Scotland,MD,20687,St. Mary's,Nontidal Wetlands,12/31/2019 12:00:00 AM,17-NT-0484,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,457
164743,IDEA Factory,"38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)",College Park,MD,20742,Prince George's,NPDES Construction Activity,1/2/2020 12:00:00 AM,19-SF-0162,MDRCQ04T7,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,458
164743,IDEA Factory,"38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)",College Park,MD,20742,Prince George's,State_federal SWM,1/2/2020 12:00:00 AM,19-SF-0162,MDRCQ04T7,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,459
163658,UMES School of Pharmacy - Base Bid,"38.2129, -75.6769, University of Maryland Eastern Shore, (northwwest of Marion Dr/College Backbone Rd intersection)",Princess Anne,MD,21853,Somerset,Sediment_Erosion,1/6/2020 12:00:00 AM,19-SF-0106,MDRCSS0Q8,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,460
163658,UMES School of Pharmacy - Base Bid,"38.2129, -75.6769, University of Maryland Eastern Shore, (northwwest of Marion Dr/College Backbone Rd intersection)",Princess Anne,MD,21853,Somerset,NPDES Construction Activity,1/6/2020 12:00:00 AM,19-SF-0106,MDRCSS0Q8,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,461
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,Sediment_Erosion,1/10/2020 12:00:00 AM,,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,462
140448,Stewart Properties-Principio Business Park-Regional Distribution Center,"North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park",North East,MD,21901,Cecil,NPDES Construction Activity,1/10/2020 12:00:00 AM,,MDRCH03FC,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,463
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,1/10/2020 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,464
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Waterway Construction,1/10/2020 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,465
142034,East Campus Visitor Control Point - M,"Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287",Fort George G. Meade,MD,20755,Anne Arundel,State_federal SWM,1/29/2020 12:00:00 AM,14-SF-0063,,,,Active,Noncompliance,Continue Routine Inspection,N,466
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,2/10/2020 12:00:00 AM,16-NT-0331,,20-2323,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,467
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,State_federal SWM,2/19/2020 12:00:00 AM,20-SF-0062,MDRCQF07V,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,468
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,NPDES Construction Activity,2/19/2020 12:00:00 AM,20-SF-0062,MDRCQF07V,,,Inactive,Satisfactory/Compliance,Continue Routine Inspection,N,469
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Nontidal Wetlands,3/4/2020 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Satisfactory/Compliance,"Continue Routine Inspection,Continue Routine Investigation",N,470
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,NPDES Construction Activity,3/4/2020 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Satisfactory/Compliance,"Continue Routine Inspection,Continue Routine Investigation",N,471
157126,MTA/Dorsey MARC Station SWM Repair and Retrofit,"Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr",Elkridge,MD,21075,Howard,Sediment_Erosion,3/4/2020 12:00:00 AM,17-NT-0434,MDRCNS0LA,,,Active,Satisfactory/Compliance,"Continue Routine Inspection,Continue Routine Investigation",N,472
137916,Saint Charles Communities LLC,"Billingsley Rd, from US Route 301 and Maryalnd Route 5; 2.5 miles south on 301 to left on Billingsley Road, 2.5 mile, east on billingsley rd to project",Saint Charles,MD,20602,Charles,Nontidal Wetlands,3/6/2020 12:00:00 AM,12-NT-0271,,,,Inactive,Satisfactory/Compliance,Close File,N,473
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,NPDES Construction Activity,3/10/2020 12:00:00 AM,20-SF-0062,MDRCQF07V,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,474
167026,2020 R&R Water Line Replacement - East Perimeter Road,"38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)",Joint Base Andrews,MD,20762,Prince George's,State_federal SWM,3/10/2020 12:00:00 AM,20-SF-0062,MDRCQF07V,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,475
162395,Erosion & Sediment Control Plan for Walter Reed National Military Medical Center,"39.0, -77.1, Uniformed Services University of the Health Sciences, (northeast of Hawkins Ln/Jones Bridge Rd intersection)",Chevy Chase,MD,20815,Montgomery,State_federal SWM,4/14/2020 12:00:00 AM,,,,,Complete,Satisfactory/Compliance,Close File,N,476
166053,Building 457 and 458 Office Trailer Replacement,"39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)",Frederick,MD,21702,Frederick,State_federal SWM,5/27/2020 12:00:00 AM,20SF0023,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,477
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Waterway Construction,6/3/2020 12:00:00 AM,19-NT-3027,,,,Active,Corrective Actions Required,Continue Routine Inspection,N,478
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,NPDES Construction Activity,6/25/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,479
148171,NASA Goddard - Water Tower Revelopment Project,"Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224",Greenbelt,MD,20771,Prince George's,State_federal SWM,6/25/2020 12:00:00 AM,15-SF-0289,MDRCQF05D,,,Active,Corrective Actions Required,Additional Investigation Required,N,480
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Nontidal Wetlands,7/22/2020 12:00:00 AM,19-NT-3027,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,481
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Waterway Construction,7/22/2020 12:00:00 AM,19-NT-3027,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,482
166053,Building 457 and 458 Office Trailer Replacement,"39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)",Frederick,MD,21702,Frederick,State_federal SWM,7/23/2020 12:00:00 AM,20SF0023,,,,Active - No work today,Satisfactory/Compliance,Continue Routine Inspection,N,483
151855,Bolton Hill Lots 10-14 and 48-62,"The site is a continuation of Amherst Lane south of the, intersection of Krider's Church Rd and Meadow Branch Rd",Westminster,MD,21158,Carroll,NPDES Construction Activity,8/6/2020 12:00:00 AM,,MDRCG027A,,,Complete,Satisfactory/Compliance,Close File,N,484
164068,XY55 Temporary Space Sote,"38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)",Indian Head,MD,20640,Charles,State_federal SWM,8/12/2020 12:00:00 AM,19-SF-0217,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,485
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Waterway Construction,8/20/2020 12:00:00 AM,19-NT-3027,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,486
159685,CL DPW-Hollingsworth Road Bridge,"Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050",Finksburg,MD,21136,Carroll,Nontidal Wetlands,8/20/2020 12:00:00 AM,19-NT-3027,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,487
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Waterway Construction,8/27/2020 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,488
146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.",Saint Charles,MD,20695,Charles,Nontidal Wetlands,8/27/2020 12:00:00 AM,16-NT-0331,,,,Active,Satisfactory/Compliance,Continue Routine Inspection,N,489
